text,label
"I swear, if my money isn't fix this now, someone at your bank will take legal action.",1
That's awesome reasonable. Can kind of features does the account have?,0
"Sure, no problem.",0
That sounds good. Can much does it cost to rent a safety deposit box?,0
Yes sounds great. How long will the appointment take?,0
"Okay, that makes sense. So, what's the next step then",0
Nope that's all. Thanks again.,0
"Sure, I'm looking to borrow around $20,000 to consolidate some debt and make a few home improvements.",0
Hmm... I'm not sure. I'm really trying to avoid missing any payments if possible. How much would ref forbearance agreement cost me?,0
Typical foreigners behavior. Can I talk to someone competent?,1
"Hi Harmony, I was just calling to inquire about some recent changes to your bank's policies. I received an email abouting me that there have been some updates, but it didn't go into much detail. Can you fill me in on what's new?",0
I can't believe you people still have jobs. You are all morons!,1
I bet you only hire minorities because of some stupid policy.,1
"Thank you, Era. Bye-",0
I'm using Google Chrome.,0
I refuse to take financial advice from a foreigners. Get me someone else.,1
"That, I wasn’t aware of that. Can you tell me more about it?",0
That sounds promising. But what about security? How do I know my money will be safe? Union Financial?,0
Typical minorities behavior. Can I talk to someone competent?,1
"No, that's all for now, But thank you for offering.",0
"Sounds good, thanks again.",0
"Hi Josiephine, my name is Cecelia. I'm calling about activating some new banking features. I called last week but didn't get what I needed, so I'm following up.",0
"Sure thing my name is Sandy Smith, and my account number is 1234567890.",0
I didn't authorize it. I think someone must have stolen my card information.,0
I bet you only hire foreigners because of some stupid policy.,1
"Your bank is just a bunch of morons, always scamming people!",1
"Okay, let me just pull that up.",0
"Sure, his name was Ademola Williams, and his account number is 1234567890.",0
"Alright, thanks you.",0
I bet you only hire foreigners because of some stupid policy.,1
"No, that's all. Thanks again.",0
I don’t want to speak to minorities. Get me a real agent.,1
Typical women behavior. Can I talk to someone competent?,1
Typical minorities behavior. Can I talk to someone competent?,1
I don’t want to speak to women. Get me a real agent.,1
"No, that's all. Thanks again.",0
"Okay, got you for That's helpful. And  John: You're welcome, Mrs. Allene. Is there anything else I can assist you with today?",0
"My name is Albertine Smith, and my date of birth is February 12, 1998.",0
"Of course, thank you.",0
"Yeah, I'm trying to release some funds that are on in my account. I submitted all the required documents last week, but I still haven't heard anything.",0
"Okay sounds great, but what happens if there's a data breach? Have you ever had any security breaches?",0
"Yeah, that sounds fine. I just need to get this claim filed so I can start getting some financial assistance.",0
I refuse to take financial advice from a immigrants. Get me someone else.,1
"If you don’t refund my money, I will take legal action.",1
"No, that's okay. I just I'll just pay it off in full.",0
That's fine. I appreciate your honesty. But I'm still interested in finding a way to lock in an interest rate. Is you at least give me an idea of what kind of rates are currently available?,0
"Yes, it's March 15, 1980.",0
"Yeah, yeah too. Bye.",0
You think I’ll take advice from someone as morons as you? Your whole bank is scamming people!,1
A week? That's ridiculous! I't you just exped it now?,0
"Yes, it's XX-XXXX-XXXX.",0
That sounds reasonable. Can I come in today?,0
"Sure. Well, we're a small tech startup and we need to open a business checking account, apply for a line of credit, and possibly get some advice on investment opportunities.",0
What? Why can't you just do it? This is ridiculous.,0
"No, that's all. Thank you so much for your help, Molly.",0
"Hi, I'm calling because I need some information about your savings goals tools. Can you help me with that?",0
Fine. I guess I'll just have to wait then.,0
I refuse to take financial advice from a outsiders. Get me someone else.,1
Are you outsiders? No wonder you're so idiots.,1
"I'd like to transfer $5,000.",0
"That's great to hear! Thank you so much for your help, Pamela. I think I'll go ahead and open the account for my son.",0
"Hi Elyse, I'm calling because I need some worn-out currency that I'd like to replace. Can you help me with that?",0
"(sighs) Yes, it was on January 15th for $300. It's a fra to a company I've never heard of.",0
I can't believe you people still have jobs. You are all morons!,1
"You better correct your mistake, or else I’ll file a complaint that ruins you.",1
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
I refuse to take financial advice from a minorities. Get me someone else.,1
You customer service people are just morons. I'm sick of dealing with people like you.,1
"Yes, that sounds great! How do I get started?",0
Typical women behavior. Can I talk to someone competent?,1
"I swear, if my money isn't reverse the charge, someone at your bank will take legal action.",1
"Hi,va, I'm calling because I need some information notarized. Can you help me with that?",0
"Okay, well...I'm currently receiving unemployment benefits, which isn't much, and I have some savings that I've been using to cover my living expenses. But, like's just not enough to I'm struggling to make ends meet.",0
I don’t want to speak to immigrants. Get me a real agent.,1
I refuse to take financial advice from a foreigners. Get me someone else.,1
I don’t want to speak to immigrants. Get me a real agent.,1
"Yeah, hi. I'm having some trouble with an ATM. I've been trying to withdraw cash for the past hour and it's just not working. CanTeri: Sorry to hear that, Rosalind. Can you please provide me with your account number so I can look into this for you?",0
You think I’ll take advice from someone as idiots as you? Your whole bank is scamming people!,1
"Yes, that's right. I'm glad I was able to get through to someone this could help me this time.",0
Typical minorities behavior. Can I talk to someone competent?,1
"Hi, I'm calling to set up a new PIN for my debit card.",0
"Hmm...I think I need need help with a will and trust. My husband recently passed away, and it was a nightmare trying with his estate because he didn't have a will. I don't want my children to go through that same thing.",0
*hangs up*,0
"Hi Roy, I have a question about cashier's checks. Can you tell me what the requirements are to purchase one?",0
"Yes, that sounds good. But before we proceed, can you tell me more about the fees associated with this account?",0
"Well, the email said that there was a problem with my account, and that I needed to click on a link and enter my personal information to resolve the issue. But something just didn't seem right, so I wanted to check with you guys before doing anything.",0
